,SID,NAME,SEASON,NUMBER,NATURE,ISO_TIME,LAT,LON,WMO_WIND,WMO_PRES,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_GUST
82432,2015127N04158,DOLPHIN,2015,28,TS,2015-05-06 12:00:00,4.1,157.9, ,1004, , , , , 
82433,2015127N04158,DOLPHIN,2015,28,TS,2015-05-06 15:00:00,4.0813,158.333, , , , , , , 
82434,2015127N04158,DOLPHIN,2015,28,TS,2015-05-06 18:00:00,4.11429,158.771, ,1004, ,TD,25,1004, 
82435,2015127N04158,DOLPHIN,2015,28,TS,2015-05-06 21:00:00,4.03629,159.147, , , ,TD,25,1004, 
82436,2015127N04158,DOLPHIN,2015,28,TS,2015-05-07 00:00:00,3.9,159.5, ,1004, ,TD,25,1004, 
82437,2015127N04158,DOLPHIN,2015,28,TS,2015-05-07 03:00:00,3.69999,159.86, , , ,TD,25,1004, 
82438,2015127N04158,DOLPHIN,2015,28,TS,2015-05-07 06:00:00,3.53333,160.2, ,1004, ,TD,25,1004, 
82439,2015127N04158,DOLPHIN,2015,28,TS,2015-05-07 09:00:00,3.46241,160.467, , , ,TD,27,1002, 
82440,2015127N04158,DOLPHIN,2015,28,TS,2015-05-07 12:00:00,3.43333,160.7, ,1004, ,TD,30,1000, 
82441,2015127N04158,DOLPHIN,2015,28,TS,2015-05-07 15:00:00,3.37083,160.964, , , ,TD,30,1000, 
82442,2015127N04158,DOLPHIN,2015,28,TS,2015-05-07 18:00:00,3.33333,161.233, ,1004, ,TD,30,1000, 
82443,2015127N04158,DOLPHIN,2015,28,TS,2015-05-07 21:00:00,3.34917,161.512, , , ,TD,30,1000, 
82444,2015127N04158,DOLPHIN,2015,28,TS,2015-05-08 00:00:00,3.40769,161.769, ,1004, ,TD,30,1000, 
82445,2015127N04158,DOLPHIN,2015,28,TS,2015-05-08 03:00:00,3.48928,161.962, , , ,TD,30,1000, 
82446,2015127N04158,DOLPHIN,2015,28,TS,2015-05-08 06:00:00,3.58667,162.127, ,1002, ,TD,30,1000, 
82447,2015127N04158,DOLPHIN,2015,28,TS,2015-05-08 09:00:00,3.6675,162.304, , , ,TD,32,998, 
82448,2015127N04158,DOLPHIN,2015,28,TS,2015-05-08 12:00:00,3.75,162.45, ,1004, ,TS,35,996, 
82449,2015127N04158,DOLPHIN,2015,28,TS,2015-05-08 15:00:00,3.86875,162.541, , , ,TS,35,996, 
82450,2015127N04158,DOLPHIN,2015,28,TS,2015-05-08 18:00:00,4.025,162.575, ,1004, ,TS,35,996, 
82451,2015127N04158,DOLPHIN,2015,28,TS,2015-05-08 21:00:00,4.2175,162.571, , , ,TS,35,996, 
82452,2015127N04158,DOLPHIN,2015,28,TS,2015-05-09 00:00:00,4.425,162.525, ,1004, ,TS,35,996, 
82453,2015127N04158,DOLPHIN,2015,28,TS,2015-05-09 03:00:00,4.59937,162.474, , , ,TS,35,996, 
82454,2015127N04158,DOLPHIN,2015,28,TS,2015-05-09 06:00:00,4.8,162.375, ,1004, ,TS,35,996, 
82455,2015127N04158,DOLPHIN,2015,28,TS,2015-05-09 09:00:00,5.08747,162.236, , , ,TS,35,996, 
82456,2015127N04158,DOLPHIN,2015,28,TS,2015-05-09 12:00:00,5.375,162.0,35,1000, ,TS,35,996, 
82457,2015127N04158,DOLPHIN,2015,28,TS,2015-05-09 15:00:00,5.56813,161.639, , , ,TS,35,996, 
82458,2015127N04158,DOLPHIN,2015,28,TS,2015-05-09 18:00:00,5.75,161.2,35,1000, ,TS,35,996, 
82459,2015127N04158,DOLPHIN,2015,28,TS,2015-05-09 21:00:00,5.98696,160.705, , , ,TS,35,996, 
82460,2015127N04158,DOLPHIN,2015,28,TS,2015-05-10 00:00:00,6.25,160.3,35,1000, ,TS,35,996, 
82461,2015127N04158,DOLPHIN,2015,28,TS,2015-05-10 03:00:00,6.50806,160.134, , , ,TS,37,994, 
82462,2015127N04158,DOLPHIN,2015,28,TS,2015-05-10 06:00:00,6.8,160.1,35,1000, ,TS,40,993, 
82463,2015127N04158,DOLPHIN,2015,28,TS,2015-05-10 09:00:00,7.13063,160.082, , , ,TS,42,991, 
82464,2015127N04158,DOLPHIN,2015,28,TS,2015-05-10 12:00:00,7.525,160.075,40,998, ,TS,45,989, 
82465,2015127N04158,DOLPHIN,2015,28,TS,2015-05-10 15:00:00,8.01438,160.022, , , ,TS,42,991, 
82466,2015127N04158,DOLPHIN,2015,28,TS,2015-05-10 18:00:00,8.5,159.95,40,998, ,TS,40,993, 
82467,2015127N04158,DOLPHIN,2015,28,TS,2015-05-10 21:00:00,8.88,159.869, , , ,TS,40,993, 
82468,2015127N04158,DOLPHIN,2015,28,TS,2015-05-11 00:00:00,9.2,159.8,40,998, ,TS,40,993, 
82469,2015127N04158,DOLPHIN,2015,28,TS,2015-05-11 03:00:00,9.52496,159.805, , , ,TS,40,993, 
82470,2015127N04158,DOLPHIN,2015,28,TS,2015-05-11 06:00:00,9.775,159.75,40,998, ,TS,40,993, 
82471,2015127N04158,DOLPHIN,2015,28,TS,2015-05-11 09:00:00,9.91258,159.494, , , ,TS,40,993, 
82472,2015127N04158,DOLPHIN,2015,28,TS,2015-05-11 12:00:00,9.975,159.2,40,998, ,TS,40,993, 
82473,2015127N04158,DOLPHIN,2015,28,TS,2015-05-11 15:00:00,10.0237,159.046, , , ,TS,40,993, 
82474,2015127N04158,DOLPHIN,2015,28,TS,2015-05-11 18:00:00,10.05,158.9,45,994, ,TS,40,993, 
82475,2015127N04158,DOLPHIN,2015,28,TS,2015-05-11 21:00:00,10.0844,158.659, , , ,TS,40,993, 
82476,2015127N04158,DOLPHIN,2015,28,TS,2015-05-12 00:00:00,10.1,158.4,50,990, ,TS,40,993, 
82477,2015127N04158,DOLPHIN,2015,28,TS,2015-05-12 03:00:00,10.0881,158.189, , , ,TS,42,991, 
82478,2015127N04158,DOLPHIN,2015,28,TS,2015-05-12 06:00:00,10.05,157.975,55,985, ,TS,45,989, 
82479,2015127N04158,DOLPHIN,2015,28,TS,2015-05-12 09:00:00,9.98186,157.726, , , ,TS,45,989, 
82480,2015127N04158,DOLPHIN,2015,28,TS,2015-05-12 12:00:00,9.925,157.45,55,985, ,TS,45,989, 
82481,2015127N04158,DOLPHIN,2015,28,TS,2015-05-12 15:00:00,9.91499,157.157, , , ,TS,50,985, 
82482,2015127N04158,DOLPHIN,2015,28,TS,2015-05-12 18:00:00,9.95,156.85,55,985, ,TS,55,982, 
82483,2015127N04158,DOLPHIN,2015,28,TS,2015-05-12 21:00:00,10.0262,156.56, , , ,TS,60,978, 
82484,2015127N04158,DOLPHIN,2015,28,TS,2015-05-13 00:00:00,10.125,156.225,65,975, ,TY,65,974, 
82485,2015127N04158,DOLPHIN,2015,28,TS,2015-05-13 03:00:00,10.2049,155.812, , , ,TY,72,968, 
82486,2015127N04158,DOLPHIN,2015,28,TS,2015-05-13 06:00:00,10.3,155.325,70,970, ,TY,80,963, 
82487,2015127N04158,DOLPHIN,2015,28,TS,2015-05-13 09:00:00,10.4245,154.753, , , ,TY,82,961, 
82488,2015127N04158,DOLPHIN,2015,28,TS,2015-05-13 12:00:00,10.575,154.2,70,970, ,TY,85,959, 
82489,2015127N04158,DOLPHIN,2015,28,TS,2015-05-13 15:00:00,10.7309,153.822, , , ,TY,87,957, 
82490,2015127N04158,DOLPHIN,2015,28,TS,2015-05-13 18:00:00,10.925,153.425,70,970, ,TY,90,956, 
82491,2015127N04158,DOLPHIN,2015,28,TS,2015-05-13 21:00:00,11.1764,152.821, , , ,TY,90,956, 
82492,2015127N04158,DOLPHIN,2015,28,TS,2015-05-14 00:00:00,11.45,152.175,70,970, ,TY,90,956, 
82493,2015127N04158,DOLPHIN,2015,28,TS,2015-05-14 03:00:00,11.7015,151.665, , , ,TY,87,957, 
82494,2015127N04158,DOLPHIN,2015,28,TS,2015-05-14 06:00:00,11.95,151.125,70,970, ,TY,85,959, 
82495,2015127N04158,DOLPHIN,2015,28,TS,2015-05-14 09:00:00,12.2151,150.421, , , ,TY,85,959, 
82496,2015127N04158,DOLPHIN,2015,28,TS,2015-05-14 12:00:00,12.45,149.675,70,970, ,TY,85,959, 
82497,2015127N04158,DOLPHIN,2015,28,TS,2015-05-14 15:00:00,12.5978,149.01, , , ,TY,85,959, 
82498,2015127N04158,DOLPHIN,2015,28,TS,2015-05-14 18:00:00,12.75,148.35,70,970, ,TY,85,959, 
82499,2015127N04158,DOLPHIN,2015,28,TS,2015-05-14 21:00:00,13.0106,147.636, , , ,TY,87,957, 
82500,2015127N04158,DOLPHIN,2015,28,TS,2015-05-15 00:00:00,13.275,146.925,80,955, ,TY,90,956, 
82501,2015127N04158,DOLPHIN,2015,28,TS,2015-05-15 03:00:00,13.4412,146.247, , , ,TY,92,954, 
82502,2015127N04158,DOLPHIN,2015,28,TS,2015-05-15 06:00:00,13.6,145.625,80,955, ,TY,95,952, 
82503,2015127N04158,DOLPHIN,2015,28,TS,2015-05-15 09:00:00,13.8091,145.085, , , ,TY,97,950, 
82504,2015127N04158,DOLPHIN,2015,28,TS,2015-05-15 12:00:00,14.075,144.575,80,955, ,TY,100,948, 
82505,2015127N04158,DOLPHIN,2015,28,TS,2015-05-15 15:00:00,14.4287,144.027, , , ,TY,105,944, 
82506,2015127N04158,DOLPHIN,2015,28,TS,2015-05-15 18:00:00,14.775,143.475,95,935, ,TY,110,941, 
82507,2015127N04158,DOLPHIN,2015,28,TS,2015-05-15 21:00:00,14.9931,142.924, , , ,TY,115,937, 
82508,2015127N04158,DOLPHIN,2015,28,TS,2015-05-16 00:00:00,15.2,142.4,95,935, ,TY,120,933, 
82509,2015127N04158,DOLPHIN,2015,28,TS,2015-05-16 03:00:00,15.4936,141.921, , , ,TY,127,927, 
82510,2015127N04158,DOLPHIN,2015,28,TS,2015-05-16 06:00:00,15.825,141.475,100,925, ,ST,135,922, 
82511,2015127N04158,DOLPHIN,2015,28,TS,2015-05-16 09:00:00,16.1568,141.044, , , ,ST,137,920, 
82512,2015127N04158,DOLPHIN,2015,28,TS,2015-05-16 12:00:00,16.5,140.625,100,925, ,ST,140,918, 
82513,2015127N04158,DOLPHIN,2015,28,TS,2015-05-16 15:00:00,16.8537,140.189, , , ,ST,137,920, 
82514,2015127N04158,DOLPHIN,2015,28,TS,2015-05-16 18:00:00,17.2,139.775,100,925, ,ST,135,922, 
82515,2015127N04158,DOLPHIN,2015,28,TS,2015-05-16 21:00:00,17.5068,139.391, , , ,ST,132,924, 
82516,2015127N04158,DOLPHIN,2015,28,TS,2015-05-17 00:00:00,17.825,139.075,95,935, ,ST,130,926, 
82517,2015127N04158,DOLPHIN,2015,28,TS,2015-05-17 03:00:00,18.2031,138.834, , , ,ST,127,927, 
82518,2015127N04158,DOLPHIN,2015,28,TS,2015-05-17 06:00:00,18.6,138.675,95,935, ,TY,125,929, 
82519,2015127N04158,DOLPHIN,2015,28,TS,2015-05-17 09:00:00,18.9787,138.579, , , ,TY,122,931, 
82520,2015127N04158,DOLPHIN,2015,28,TS,2015-05-17 12:00:00,19.35,138.525,95,935, ,TY,120,933, 
82521,2015127N04158,DOLPHIN,2015,28,TS,2015-05-17 15:00:00,19.7125,138.449, , , ,TY,117,935, 
82522,2015127N04158,DOLPHIN,2015,28,TS,2015-05-17 18:00:00,20.075,138.4,95,935, ,TY,115,937, 
82523,2015127N04158,DOLPHIN,2015,28,TS,2015-05-17 21:00:00,20.45,138.397, , , ,TY,112,939, 
82524,2015127N04158,DOLPHIN,2015,28,TS,2015-05-18 00:00:00,20.825,138.425,90,945, ,TY,110,941, 
82525,2015127N04158,DOLPHIN,2015,28,TS,2015-05-18 03:00:00,21.1894,138.449, , , ,TY,105,944, 
82526,2015127N04158,DOLPHIN,2015,28,TS,2015-05-18 06:00:00,21.55,138.5,80,955, ,TY,100,948, 
82527,2015127N04158,DOLPHIN,2015,28,TS,2015-05-18 09:00:00,21.905,138.587, , , ,TY,95,952, 
82528,2015127N04158,DOLPHIN,2015,28,TS,2015-05-18 12:00:00,22.275,138.7,80,955, ,TY,90,956, 
82529,2015127N04158,DOLPHIN,2015,28,TS,2015-05-18 15:00:00,22.6893,138.812, , , ,TY,85,959, 
82530,2015127N04158,DOLPHIN,2015,28,TS,2015-05-18 18:00:00,23.1,138.95,75,960, ,TY,80,963,100
82531,2015127N04158,DOLPHIN,2015,28,TS,2015-05-18 21:00:00,23.4481,139.113, , , ,TY,75,966, 
82532,2015127N04158,DOLPHIN,2015,28,TS,2015-05-19 00:00:00,23.8,139.325,75,960, ,TY,70,970, 
82533,2015127N04158,DOLPHIN,2015,28,TS,2015-05-19 03:00:00,24.2184,139.557, , , ,TY,67,972, 
82534,2015127N04158,DOLPHIN,2015,28,TS,2015-05-19 06:00:00,24.65,139.9,70,965, ,TY,65,974, 
82535,2015127N04158,DOLPHIN,2015,28,TS,2015-05-19 09:00:00,25.0382,140.404,70,965, ,TY,60,978, 
82536,2015127N04158,DOLPHIN,2015,28,TS,2015-05-19 12:00:00,25.525,141.025,70,965, ,TS,55,982, 
82537,2015127N04158,DOLPHIN,2015,28,TS,2015-05-19 15:00:00,26.1339,141.596,70,965, ,TS,52,983, 
82538,2015127N04158,DOLPHIN,2015,28,TS,2015-05-19 18:00:00,26.775,142.225,65,970, ,TS,50,985, 
82539,2015127N04158,DOLPHIN,2015,28,TS,2015-05-19 21:00:00,27.4795,142.962,65,970, ,TS,50,985, 
82540,2015127N04158,DOLPHIN,2015,28,TS,2015-05-20 00:00:00,28.16,143.913,65,970, ,TS,50,985, 
82541,2015127N04158,DOLPHIN,2015,28,TS,2015-05-20 03:00:00,29.0442,144.832, , , ,TS,47,987, 
82542,2015127N04158,DOLPHIN,2015,28,MX,2015-05-20 06:00:00,30.1167,145.8,60,975, ,EX,45,989, 
82543,2015127N04158,DOLPHIN,2015,28,MX,2015-05-20 09:00:00,31.3555,146.883, , , ,EX,45,989, 
82544,2015127N04158,DOLPHIN,2015,28,MX,2015-05-20 12:00:00,32.7667,148.244,55,980, ,EX,45,989, 
82545,2015127N04158,DOLPHIN,2015,28,TS,2015-05-20 15:00:00,34.2807,150.012, , , ,EX, , , 
82546,2015127N04158,DOLPHIN,2015,28,TS,2015-05-20 18:00:00,36.0,152.0,55,980, , , , , 
82547,2015127N04158,DOLPHIN,2015,28,TS,2015-05-20 21:00:00,37.8241,153.827, , , , , , , 
82548,2015127N04158,DOLPHIN,2015,28,ET,2015-05-21 00:00:00,39.7,155.7, ,980, , , , , 
82549,2015127N04158,DOLPHIN,2015,28,ET,2015-05-21 03:00:00,41.4624,157.946, , , , , , , 
82550,2015127N04158,DOLPHIN,2015,28,ET,2015-05-21 06:00:00,43.3,160.3, ,980, , , , , 
82551,2015127N04158,DOLPHIN,2015,28,ET,2015-05-21 09:00:00,45.4236,162.71, , , , , , , 
82552,2015127N04158,DOLPHIN,2015,28,ET,2015-05-21 12:00:00,47.5,164.9, ,980, , , , , 
82553,2015127N04158,DOLPHIN,2015,28,ET,2015-05-21 15:00:00,49.2962,166.485, , , , , , , 
82554,2015127N04158,DOLPHIN,2015,28,ET,2015-05-21 18:00:00,50.8,167.9, ,978, , , , , 
82555,2015127N04158,DOLPHIN,2015,28,ET,2015-05-21 21:00:00,51.9473,169.991, , , , , , , 
82556,2015127N04158,DOLPHIN,2015,28,ET,2015-05-22 00:00:00,52.9,171.7, ,972, , , , , 
82557,2015127N04158,DOLPHIN,2015,28,ET,2015-05-22 03:00:00,54.0119,172.174, , , , , , , 
82558,2015127N04158,DOLPHIN,2015,28,ET,2015-05-22 06:00:00,55.0,172.1, ,970, , , , , 
82559,2015127N04158,DOLPHIN,2015,28,ET,2015-05-22 09:00:00,55.7275,172.323, , , , , , , 
82560,2015127N04158,DOLPHIN,2015,28,ET,2015-05-22 12:00:00,56.2,172.5, ,968, , , , , 
82561,2015127N04158,DOLPHIN,2015,28,ET,2015-05-22 15:00:00,56.5049,172.581, , , , , , , 
82562,2015127N04158,DOLPHIN,2015,28,ET,2015-05-22 18:00:00,56.6,172.6, ,968, , , , , 
82563,2015127N04158,DOLPHIN,2015,28,ET,2015-05-22 21:00:00,56.5523,172.554, , , , , , , 
82564,2015127N04158,DOLPHIN,2015,28,ET,2015-05-23 00:00:00,56.4,172.6, ,970, , , , , 
82565,2015127N04158,DOLPHIN,2015,28,ET,2015-05-23 03:00:00,56.2419,172.838, , , , , , , 
82566,2015127N04158,DOLPHIN,2015,28,ET,2015-05-23 06:00:00,56.1,173.3, ,972, , , , , 
82567,2015127N04158,DOLPHIN,2015,28,ET,2015-05-23 09:00:00,56.0503,173.981, , , , , , , 
82568,2015127N04158,DOLPHIN,2015,28,ET,2015-05-23 12:00:00,56.0,174.8, ,976, , , , , 
82569,2015127N04158,DOLPHIN,2015,28,ET,2015-05-23 15:00:00,55.819,175.566, , , , , , , 
82570,2015127N04158,DOLPHIN,2015,28,ET,2015-05-23 18:00:00,55.7,176.4, ,980, , , , , 
82571,2015127N04158,DOLPHIN,2015,28,ET,2015-05-23 21:00:00,55.8201,177.374, , , , , , , 
82572,2015127N04158,DOLPHIN,2015,28,ET,2015-05-24 00:00:00,56.0,178.4, ,984, , , , , 
82573,2015127N04158,DOLPHIN,2015,28,ET,2015-05-24 03:00:00,56.0859,179.372, , , , , , , 
82574,2015127N04158,DOLPHIN,2015,28,ET,2015-05-24 06:00:00,56.1,180.3, , , , , , , 
82575,2015148N11250,ANDRES,2015,29,TS,2015-05-28 06:00:00,10.8,-109.9,30,1005, ,TD,30,1005,40
82576,2015148N11250,ANDRES,2015,29,TS,2015-05-28 09:00:00,10.9476,-110.442, , , ,TD,35,1003, 
82577,2015148N11250,ANDRES,2015,29,TS,2015-05-28 12:00:00,11.1,-111.0,40,1002, ,TS,40,1002,45
82578,2015148N11250,ANDRES,2015,29,TS,2015-05-28 15:00:00,11.2575,-111.572, , , ,TS,45,1000, 
82579,2015148N11250,ANDRES,2015,29,TS,2015-05-28 18:00:00,11.4,-112.1,50,998, ,TS,50,998,60
82580,2015148N11250,ANDRES,2015,29,TS,2015-05-28 21:00:00,11.4999,-112.53, , , ,TS,55,997, 
82581,2015148N11250,ANDRES,2015,29,TS,2015-05-29 00:00:00,11.6,-112.9,60,997, ,TS,60,997,75
82582,2015148N11250,ANDRES,2015,29,TS,2015-05-29 03:00:00,11.7425,-113.272, , , ,TS,60,995, 
82583,2015148N11250,ANDRES,2015,29,TS,2015-05-29 06:00:00,11.9,-113.6,60,994, ,TS,60,994,75
82584,2015148N11250,ANDRES,2015,29,TS,2015-05-29 09:00:00,12.0424,-113.865, , , ,TS,60,994, 
82585,2015148N11250,ANDRES,2015,29,TS,2015-05-29 12:00:00,12.2,-114.1,60,994, ,TS,60,994,75
82586,2015148N11250,ANDRES,2015,29,TS,2015-05-29 15:00:00,12.3775,-114.358, , , ,TS,62,992, 
82587,2015148N11250,ANDRES,2015,29,TS,2015-05-29 18:00:00,12.6,-114.6,65,990, ,HU,65,990,80
82588,2015148N11250,ANDRES,2015,29,TS,2015-05-29 21:00:00,12.9,-114.815, , , ,HU,70,988, 
82589,2015148N11250,ANDRES,2015,29,TS,2015-05-30 00:00:00,13.2,-115.0,75,986, ,HU,75,986,90
82590,2015148N11250,ANDRES,2015,29,TS,2015-05-30 03:00:00,13.4075,-115.15, , , ,HU,77,982, 
82591,2015148N11250,ANDRES,2015,29,TS,2015-05-30 06:00:00,13.6,-115.3,80,978, ,HU,80,978,100
82592,2015148N11250,ANDRES,2015,29,TS,2015-05-30 09:00:00,13.8425,-115.493, , , ,HU,82,975, 
82593,2015148N11250,ANDRES,2015,29,TS,2015-05-30 12:00:00,14.1,-115.7,85,973, ,HU,85,973,105
82594,2015148N11250,ANDRES,2015,29,TS,2015-05-30 15:00:00,14.3575,-115.893, , , ,HU,90,968, 
82595,2015148N11250,ANDRES,2015,29,TS,2015-05-30 18:00:00,14.6,-116.1,95,964, ,HU,95,964,110
82596,2015148N11250,ANDRES,2015,29,TS,2015-05-30 21:00:00,14.8225,-116.342, , , ,HU,97,961, 
82597,2015148N11250,ANDRES,2015,29,TS,2015-05-31 00:00:00,15.0,-116.6,100,959, ,HU,100,959,120
82598,2015148N11250,ANDRES,2015,29,TS,2015-05-31 03:00:00,15.1224,-116.835, , , ,HU,100,959, 
82599,2015148N11250,ANDRES,2015,29,TS,2015-05-31 06:00:00,15.2,-117.1,100,959, ,HU,100,959,115
82600,2015148N11250,ANDRES,2015,29,TS,2015-05-31 09:00:00,15.265,-117.435, , , ,HU,100,959, 
82601,2015148N11250,ANDRES,2015,29,TS,2015-05-31 12:00:00,15.3,-117.8,100,959, ,HU,100,959,110
82602,2015148N11250,ANDRES,2015,29,TS,2015-05-31 15:00:00,15.3075,-118.165, , , ,HU,105,955, 
82603,2015148N11250,ANDRES,2015,29,TS,2015-05-31 18:00:00,15.3,-118.5,110,951, ,HU,110,951,130
82604,2015148N11250,ANDRES,2015,29,TS,2015-05-31 21:00:00,15.2924,-118.765, , , ,HU,115,947, 
82605,2015148N11250,ANDRES,2015,29,TS,2015-06-01 00:00:00,15.3,-119.0,120,943, ,HU,120,943,145
82606,2015148N11250,ANDRES,2015,29,TS,2015-06-01 03:00:00,15.3425,-119.25, , , ,HU,122,940, 
82607,2015148N11250,ANDRES,2015,29,TS,2015-06-01 06:00:00,15.4,-119.5,125,937, ,HU,125,937,150
82608,2015148N11250,ANDRES,2015,29,TS,2015-06-01 09:00:00,15.4349,-119.743, , , ,HU,125,937, 
82609,2015148N11250,ANDRES,2015,29,TS,2015-06-01 12:00:00,15.5,-120.0,125,937, ,HU,125,937,145
82610,2015148N11250,ANDRES,2015,29,TS,2015-06-01 15:00:00,15.62,-120.293, , , ,HU,120,944, 
82611,2015148N11250,ANDRES,2015,29,TS,2015-06-01 18:00:00,15.8,-120.6,115,952, ,HU,115,952,135
82612,2015148N11250,ANDRES,2015,29,TS,2015-06-01 21:00:00,16.0274,-120.893, , , ,HU,107,956, 
82613,2015148N11250,ANDRES,2015,29,TS,2015-06-02 00:00:00,16.3,-121.2,100,960, ,HU,100,960,120
82614,2015148N11250,ANDRES,2015,29,TS,2015-06-02 03:00:00,16.5999,-121.535, , , ,HU,95,964, 
82615,2015148N11250,ANDRES,2015,29,TS,2015-06-02 06:00:00,16.9,-121.9,90,969, ,HU,90,969,110
82616,2015148N11250,ANDRES,2015,29,TS,2015-06-02 09:00:00,17.15,-122.293, , , ,HU,85,972, 
82617,2015148N11250,ANDRES,2015,29,TS,2015-06-02 12:00:00,17.4,-122.7,80,976, ,HU,80,976,100
82618,2015148N11250,ANDRES,2015,29,TS,2015-06-02 15:00:00,17.7,-123.108, , , ,HU,77,978, 
82619,2015148N11250,ANDRES,2015,29,TS,2015-06-02 18:00:00,18.0,-123.5,75,980, ,HU,75,980,90
82620,2015148N11250,ANDRES,2015,29,TS,2015-06-02 21:00:00,18.265,-123.873, , , ,HU,72,982, 
82621,2015148N11250,ANDRES,2015,29,TS,2015-06-03 00:00:00,18.5,-124.2,70,984, ,HU,70,984,90
82622,2015148N11250,ANDRES,2015,29,TS,2015-06-03 03:00:00,18.7074,-124.473, , , ,HU,65,987, 
82623,2015148N11250,ANDRES,2015,29,TS,2015-06-03 06:00:00,18.9,-124.7,60,990, ,TS,60,990,75
82624,2015148N11250,ANDRES,2015,29,TS,2015-06-03 09:00:00,19.0925,-124.923, , , ,TS,57,991, 
82625,2015148N11250,ANDRES,2015,29,TS,2015-06-03 12:00:00,19.3,-125.1,55,992, ,TS,55,992,60
82626,2015148N11250,ANDRES,2015,29,TS,2015-06-03 15:00:00,19.565,-125.23, , , ,TS,52,994, 
82627,2015148N11250,ANDRES,2015,29,TS,2015-06-03 18:00:00,19.8,-125.3,50,996, ,TS,50,996,60
82628,2015148N11250,ANDRES,2015,29,TS,2015-06-03 21:00:00,19.9225,-125.33, , , ,TS,47,997, 
82629,2015148N11250,ANDRES,2015,29,TS,2015-06-04 00:00:00,20.0,-125.3,45,998, ,TS,45,998,55
82630,2015148N11250,ANDRES,2015,29,TS,2015-06-04 03:00:00,20.115,-125.223, , , ,TS,45,999, 
82631,2015148N11250,ANDRES,2015,29,TS,2015-06-04 06:00:00,20.2,-125.1,45,1000, ,TS,45,1000,55
82632,2015148N11250,ANDRES,2015,29,TS,2015-06-04 09:00:00,20.2225,-124.965, , , ,TS,40,1001, 
82633,2015148N11250,ANDRES,2015,29,DS,2015-06-04 12:00:00,20.2,-124.8,35,1003, ,LO,35,1003,45
82634,2015148N11250,ANDRES,2015,29,DS,2015-06-04 15:00:00,20.165,-124.615, , , ,LO,35,1004, 
82635,2015148N11250,ANDRES,2015,29,DS,2015-06-04 18:00:00,20.1,-124.4,35,1005, ,LO,35,1005,40
82636,2015148N11250,ANDRES,2015,29,DS,2015-06-04 21:00:00,20.0,-124.157, , , ,LO,32,1005, 
82637,2015148N11250,ANDRES,2015,29,DS,2015-06-05 00:00:00,19.9,-123.9,30,1006, ,LO,30,1006, 
82638,2015148N11250,ANDRES,2015,29,DS,2015-06-05 03:00:00,19.85,-123.65, , , ,LO,30,1006, 
82639,2015148N11250,ANDRES,2015,29,DS,2015-06-05 06:00:00,19.8,-123.4,30,1006, ,LO,30,1006, 
82640,2015148N11250,ANDRES,2015,29,DS,2015-06-05 09:00:00,19.7075,-123.15, , , ,LO,30,1006, 
82641,2015148N11250,ANDRES,2015,29,DS,2015-06-05 12:00:00,19.6,-122.9,30,1006, ,LO,30,1006, 
82642,2015148N11250,ANDRES,2015,29,DS,2015-06-05 15:00:00,19.515,-122.65, , , ,LO,27,1006, 
82643,2015148N11250,ANDRES,2015,29,DS,2015-06-05 18:00:00,19.4,-122.4,25,1006, ,LO,25,1006, 
82644,2015148N11250,ANDRES,2015,29,DS,2015-06-05 21:00:00,19.2,-122.15, , , ,LO,25,1006, 
82645,2015148N11250,ANDRES,2015,29,DS,2015-06-06 00:00:00,19.0,-121.9,25,1007, ,LO,25,1007, 
82646,2015148N11250,ANDRES,2015,29,DS,2015-06-06 03:00:00,18.8849,-121.658, , , ,LO,25,1007, 
82647,2015148N11250,ANDRES,2015,29,DS,2015-06-06 06:00:00,18.8,-121.4,25,1007, ,LO,25,1007, 
82648,2015148N11250,ANDRES,2015,29,DS,2015-06-06 09:00:00,18.7001,-121.093, , , ,LO,25,1007, 
82649,2015148N11250,ANDRES,2015,29,DS,2015-06-06 12:00:00,18.6,-120.8,25,1007, ,LO,25,1007, 
82650,2015148N11250,ANDRES,2015,29,DS,2015-06-06 15:00:00,18.4924,-120.593, , , ,LO,25,1007, 
82651,2015148N11250,ANDRES,2015,29,DS,2015-06-06 18:00:00,18.4,-120.4,25,1007, ,LO,25,1007, 
82652,2015148N11250,ANDRES,2015,29,DS,2015-06-06 21:00:00,18.3401,-120.165, , , ,LO,25,1007, 
82653,2015148N11250,ANDRES,2015,29,DS,2015-06-07 00:00:00,18.3,-119.9,25,1007, ,LO,25,1007, 
82654,2015152N12258,BLANCA,2015,30,TS,2015-05-31 12:00:00,12.0,-102.2,25,1008, ,TD,25,1008, 
82655,2015152N12258,BLANCA,2015,30,TS,2015-05-31 15:00:00,12.0425,-102.445, , , ,TD,25,1008, 
82656,2015152N12258,BLANCA,2015,30,TS,2015-05-31 18:00:00,12.2,-102.7,25,1008, ,TD,25,1008,35
82657,2015152N12258,BLANCA,2015,30,TS,2015-05-31 21:00:00,12.535,-102.965, , , ,TD,27,1007, 
82658,2015152N12258,BLANCA,2015,30,TS,2015-06-01 00:00:00,12.9,-103.2,30,1006, ,TD,30,1006,40
82659,2015152N12258,BLANCA,2015,30,TS,2015-06-01 03:00:00,13.1525,-103.388, , , ,TD,30,1006, 
